type,neighborhood,address,price,geo,beds,baths,sqft,url,work_time,work_directions,work_lines,friend_time,friend_directions,friend_lines
Rental Unit,Rego Park,97-45 63 Drive #6J,"$2,395","40.73106879,-73.85921779",1 Bed,1 Bath,,https://streeteasy.com/building/97_45-63-drive-rego_park/6j?featured=1,57.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (23 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,44.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (9 stops) 7: Exit the 36 St Station. 8: Walk west on Northern Boulevard/NY 25A. 9: Turn right onto 39th Avenue. 10: Enter the 39 Av Station. 11: Take the N toward Astoria - Ditmars Blvd. (5 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,2
Co-op,Hudson Heights,340 Haven Avenue #2D,"$2,200","40.85110092,-73.94159698",1 Bed,1 Bath,,https://streeteasy.com/building/lafayette-gardens-340-haven-avenue-new_york/2d?featured=1,47.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the A toward Far Rockaway - Mott Av. (11 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the 1 toward South Ferry. (15 stops) 5: Exit the 50 St Station. 6: Walk southwest on Broadway. 7: Turn left onto West 49th Street. 8: Enter the 49 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (10 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Kew Gardens,83-43 118th Street #5L,"$1,950","40.7057991,-73.83380127",1 Bed,1 Bath,800.0,https://streeteasy.com/building/83_43-118-street-kew_gardens/5l,63.0,1: Walk south on 118th Street. 2: Turn left onto Babbage Street. 3: Bear right onto Lefferts Boulevard. 4: Turn left onto Jamaica Avenue. 5: Enter the 121 St Station. 6: Take the Z toward Broad St. (16 stops) 7: Exit the Chambers St Station. 8: Walk northwest on Chambers Street. 9: Turn left onto Centre Street. 10: Continue on Steve Flanders Square. 11: Your destination is on the right. ,1,62.0,1: Walk north on 118th Street. 2: Bear left onto Metropolitan Avenue. 3: Take the Q37 toward KEW GARDENS UNION TPK STA via 111 ST. (3 stops) 4: Walk northwest on the walkway. 5: Turn left onto Union Turnpike. 6: Make a left U-turn to stay on Union Turnpike. 7: Enter the Kew Gardens - Union Tpke Station. 8: Take the E toward World Trade Center. (3 stops) 9: Exit the Queens Plaza Station. 10: Walk west on Queens Plaza South. 11: Continue on Queens Plaza South. 12: Turn left onto the walkway. 13: Continue. 14: Turn right onto the walkway. 15: Enter the Queensboro Plaza Station. 16: Take the N toward Astoria - Ditmars Blvd. (6 stops) 17: Exit the Astoria - Ditmars Blvd Station. 18: Walk southeast on Ditmars Boulevard. 19: Turn left onto 35th Street. 20: Your destination is on the right. ,3
Rental Unit,Bedford-Stuyvesant,7 Spencer Place #2C,"$2,295","40.68174552,-73.95432597",Studio,1 Bath,,https://streeteasy.com/building/7-spencer-place-brooklyn/2c,28.0,1: Walk south on Spencer Place. 2: Turn left onto Fulton Street. 3: Enter the Nostrand Av Station. 4: Take the A toward Inwood - 207 St. (5 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,68.0,1: Walk south on Spencer Place. 2: Turn left onto Fulton Street. 3: Enter the Nostrand Av Station. 4: Take the A toward Inwood - 207 St. (2 stops) 5: Transfer to take the F toward Jamaica - 179 St. (9 stops) 6: Exit the 34 St - Herald Sq Station. 7: Enter the 34 St - Herald Sq Station. 8: Take the N toward Astoria - Ditmars Blvd. (12 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,3
Co-op,Forest Hills,110-11 72nd Avenue #1F,"$2,000","40.72134696,-73.8403669",1 Bed,1 Bath,900.0,https://streeteasy.com/building/barclay-plaza-north/1f,64.0,1: Walk west on 72nd Avenue. 2: Turn right onto the walkway. 3: Turn left onto the walkway. 4: Turn right onto Queens Boulevard/NY 25. 5: Enter the Forest Hills - 71 Av Station. 6: Take the R toward Bay Ridge - 95 St. (25 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,48.0,1: Walk west on 72nd Avenue. 2: Turn right onto the walkway. 3: Turn left onto the walkway. 4: Turn right onto Queens Boulevard/NY 25. 5: Enter the Forest Hills - 71 Av Station. 6: Take the E toward World Trade Center. (2 stops) 7: Exit the Queens Plaza Station. 8: Walk west on Queens Plaza South. 9: Continue on Queens Plaza South. 10: Turn left onto the walkway. 11: Continue. 12: Turn right onto the walkway. 13: Enter the Queensboro Plaza Station. 14: Take the W toward Astoria - Ditmars Blvd. (6 stops) 15: Exit the Astoria - Ditmars Blvd Station. 16: Walk southeast on Ditmars Boulevard. 17: Turn left onto 35th Street. 18: Your destination is on the right. ,2
Rental Unit,Fort Hamilton,59 Gelston Avenue #3M,"$1,650","40.61956581,-74.02619812",Studio,1 Bath,,https://streeteasy.com/building/59-gelston-avenue-brooklyn/3m,54.0,1: Walk northwest on 88th Street. 2: Turn right onto 4th Avenue. 3: Enter the 86 St Station. 4: Take the R toward Forest Hills - 71 Av. (18 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,85.0,1: Walk northwest on 88th Street. 2: Turn right onto 4th Avenue. 3: Enter the 86 St Station. 4: Take the R toward Forest Hills - 71 Av. (11 stops) 5: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,2
Rental Unit,Weeksville,1689 Sterling Place #F,"$2,235","40.67126011,-73.92279749",1 Bed,1.5 Baths,,https://streeteasy.com/building/1689-sterling-place-brooklyn/f,51.0,1: Walk east on Sterling Place. 2: Turn right onto Ralph Avenue. 3: Bear right to stay on Ralph Avenue. 4: Enter the Sutter Av - Rutland Rd Station. 5: Take the 3 toward Harlem - 148 St. (15 stops) 6: Exit the Park Pl Station. 7: Walk southeast on Park Place. 8: Turn left onto Broadway. 9: Turn right onto Steve Flanders Square. 10: Your destination is on the left. ,1,81.0,1: Walk east on Sterling Place. 2: Turn right onto Ralph Avenue. 3: Bear right to stay on Ralph Avenue. 4: Enter the Sutter Av - Rutland Rd Station. 5: Take the 3 toward Harlem - 148 St. (1 stop) 6: Transfer to take the 4 toward Burnside Av. (11 stops) 7: Exit the 59 St Station. 8: Walk northeast on Lexington Avenue. 9: Enter the Lexington Av/59 St Station. 10: Take the W toward Astoria - Ditmars Blvd. (7 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Clinton Hill,491 Myrtle Avenue #3B,"$2,359","40.69371114,-73.96553278",Studio,1 Bath,,https://streeteasy.com/building/491-myrtle-avenue-brooklyn/3b,31.0,1: Walk west on Myrtle Avenue. 2: Turn left onto Waverly Avenue. 3: Enter the Clinton - Washington Avs Station. 4: Take the G toward Church Av. (2 stops) 5: Transfer at the Hoyt - Schermerhorn Sts Station. 6: Take the C toward 168 St. (4 stops) 7: Exit the Chambers St Station. 8: Walk southeast on Murray Street. 9: Bear right onto Steve Flanders Square. 10: Your destination is on the left. ,2,76.0,1: Walk west on Myrtle Avenue. 2: Turn left onto Waverly Avenue. 3: Enter the Clinton - Washington Avs Station. 4: Take the G toward Church Av. (1 stop) 5: Exit the Fulton St Station. 6: Walk west on Lafayette Avenue. 7: Turn left onto Ashland Place. 8: Bear left onto Hanson Place. 9: Turn right onto the walkway. 10: Bear left onto 4th Avenue. 11: Turn left. 12: Enter the Atlantic Av - Barclays Ctr Station. 13: Take the N toward Astoria - Ditmars Blvd. (15 stops) 14: Exit the Astoria - Ditmars Blvd Station. 15: Walk southeast on Ditmars Boulevard. 16: Turn left onto 35th Street. 17: Your destination is on the right. ,1
Rental Unit,Sunnyside,45-25 43rd Street #5K,"$1,950","40.74250775,-73.92136526",Studio,1 Bath,,https://streeteasy.com/building/45_25-43-street-sunnyside/5k,45.0,1: Walk north on the walkway. 2: Turn left onto the walkway. 3: Turn right. 4: Turn left onto Queens Boulevard/NY 25. 5: Turn right onto 41st Street. 6: Enter the 40 St Station. 7: Take the 7 toward 34 St - 11 Av. (8 stops) 8: Exit the Times Sq - 42 St Station. 9: Walk southeast on West 41st Street. 10: Enter the Times Sq - 42 St Station. 11: Take the R toward Bay Ridge - 95 St. (8 stops) 12: Exit the City Hall Station. 13: Walk southeast on Steve Flanders Square. 14: Your destination is on the left. ,2,31.0,1: Walk north on the walkway. 2: Turn left onto the walkway. 3: Turn right. 4: Turn left onto Queens Boulevard/NY 25. 5: Turn right onto 41st Street. 6: Enter the 40 St Station. 7: Take the 7 toward 34 St - 11 Av. (2 stops) 8: Transfer at the Queensboro Plaza Station. 9: Take the N toward Astoria - Ditmars Blvd. (6 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Sunnyside,41-22 42nd Street #1A,"$2,275","40.74633447,-73.92215111",1 Bed,1 Bath,,https://streeteasy.com/building/41_22-42-street-sunnyside/1a,45.0,1: Walk south on 42nd Street. 2: Turn right onto Queens Boulevard/NY 25. 3: Turn left onto 41st Street. 4: Enter the 40 St Station. 5: Take the 7 toward 34 St - 11 Av. (8 stops) 6: Exit the Times Sq - 42 St Station. 7: Walk southeast on West 41st Street. 8: Enter the Times Sq - 42 St Station. 9: Take the R toward Bay Ridge - 95 St. (8 stops) 10: Exit the City Hall Station. 11: Walk southeast on Steve Flanders Square. 12: Your destination is on the left. ,2,31.0,1: Walk south on 42nd Street. 2: Turn right onto Queens Boulevard/NY 25. 3: Turn left onto 41st Street. 4: Enter the 40 St Station. 5: Take the 7 toward 34 St - 11 Av. (2 stops) 6: Transfer at the Queensboro Plaza Station. 7: Take the N toward Astoria - Ditmars Blvd. (6 stops) 8: Exit the Astoria - Ditmars Blvd Station. 9: Walk southeast on Ditmars Boulevard. 10: Turn left onto 35th Street. 11: Your destination is on the right. ,2
Rental Unit,East Village,144 East 7th Street #B4,"$2,400","40.72551309,-73.98283032",Studio,1 Bath,,https://streeteasy.com/building/142-east-7-street-new_york/b4,28.0,1: Walk northwest on East 7th Street. 2: Turn right onto Cooper Square. 3: Continue on 4th Avenue / Cooper Square. 4: Turn left onto East 8th Street. 5: Enter the 8 St - NYU Station. 6: Take the R toward Bay Ridge - 95 St. (3 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,59.0,1: Walk northwest on East 7th Street. 2: Turn right onto Cooper Square. 3: Continue on 4th Avenue / Cooper Square. 4: Turn left onto East 8th Street. 5: Enter the 8 St - NYU Station. 6: Take the W toward Astoria - Ditmars Blvd. (16 stops) 7: Exit the Astoria - Ditmars Blvd Station. 8: Walk southeast on Ditmars Boulevard. 9: Turn left onto 35th Street. 10: Your destination is on the right. ,1
Rental Unit,Bath Beach,289 Bay 17th Street #A17,"$1,675","40.60200119,-74.0089035",1 Bed,1 Bath,735.0,https://streeteasy.com/building/289-bay-17-street-brooklyn/a17,54.0,1: Walk south on the walkway. 2: Turn right onto the walkway. 3: Turn right onto Bay 17th Street. 4: Take the B8 toward BROWNSVILLE ROCKAWAY AV. (4 stops) 5: Walk northeast on 18th Avenue. 6: Enter the 18 Av Station. 7: Take the D toward Bedford Park Blvd. (9 stops) 8: Transfer to take the R toward Forest Hills - 71 Av. (7 stops) 9: Exit the City Hall Station. 10: Walk southeast on Steve Flanders Square. 11: Your destination is on the left. ,3,85.0,1: Walk south on the walkway. 2: Turn right onto the walkway. 3: Turn right onto Bay 17th Street. 4: Take the B8 toward BROWNSVILLE ROCKAWAY AV. (4 stops) 5: Walk northeast on 18th Avenue. 6: Enter the 18 Av Station. 7: Take the D toward Bedford Park Blvd. (9 stops) 8: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 9: Exit the Astoria - Ditmars Blvd Station. 10: Walk southeast on Ditmars Boulevard. 11: Turn left onto 35th Street. 12: Your destination is on the right. ,3
Rental Unit,Lenox Hill,255 East 61st Street #4A,"$2,300","40.76210022,-73.96360016",Studio,1 Bath,,https://streeteasy.com/building/255-east-61-street-manhattan/4a,32.0,1: Walk northwest on East 61st Street. 2: Turn left onto 3rd Avenue. 3: Enter the Lexington Av/59 St Station. 4: Take the W toward Whitehall St. (12 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,27.0,1: Walk northwest on East 61st Street. 2: Turn left onto 3rd Avenue. 3: Enter the Lexington Av/59 St Station. 4: Take the W toward Astoria - Ditmars Blvd. (7 stops) 5: Exit the Astoria - Ditmars Blvd Station. 6: Walk southeast on Ditmars Boulevard. 7: Turn left onto 35th Street. 8: Your destination is on the right. ,1
Co-op,Hudson Heights,340 Haven Avenue #2D,"$2,200","40.85110092,-73.94159698",1 Bed,1 Bath,,https://streeteasy.com/building/lafayette-gardens-340-haven-avenue-new_york/2d?featured=1,47.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the A toward Far Rockaway - Mott Av. (11 stops) 5: Exit the Chambers St Station. 6: Walk southeast on Murray Street. 7: Bear right onto Steve Flanders Square. 8: Your destination is on the left. ,1,71.0,1: Walk northeast on Haven Avenue. 2: Turn right onto West 181st Street. 3: Enter the 181 St Station. 4: Take the 1 toward South Ferry. (15 stops) 5: Exit the 50 St Station. 6: Walk southwest on Broadway. 7: Turn left onto West 49th Street. 8: Enter the 49 St Station. 9: Take the W toward Astoria - Ditmars Blvd. (10 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,2
Rental Unit,Rego Park,97-45 63 Drive #6J,"$2,395","40.73106879,-73.85921779",1 Bed,1 Bath,,https://streeteasy.com/building/97_45-63-drive-rego_park/6j?featured=1,57.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (23 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,1,44.0,1: Walk west on 63rd Drive. 2: Turn right onto Queens Boulevard. 3: Turn left onto 63rd Road. 4: Continue. 5: Enter the 63 Dr - Rego Park Station. 6: Take the R toward Bay Ridge - 95 St. (9 stops) 7: Exit the 36 St Station. 8: Walk west on Northern Boulevard/NY 25A. 9: Turn right onto 39th Avenue. 10: Enter the 39 Av Station. 11: Take the N toward Astoria - Ditmars Blvd. (5 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,2
Condo,Astoria,24-52 38th Street #1,"$2,100","40.76843116,-73.91274247",Studio,1 Bath,500.0,https://streeteasy.com/building/24_52-38-street-queens/1,52.0,1: Walk northeast on 38th Street. 2: Turn left onto Astoria Boulevard South/I 278 Truck. Continue on I 278 Truck. 3: Enter the Astoria Blvd Station. 4: Take the W toward Whitehall St. (18 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,16.0,1: Walk northeast on 38th Street. 2: Turn left onto Astoria Boulevard South/I 278 Truck. 3: Turn right onto 37th Street. 4: Turn left onto 23rd Avenue. 5: Turn right onto 35th Street. 6: Your destination is on the right. ,0
Rental Unit,Kew Gardens Hills,150-38 Union Tnpk #8D,"$1,795","40.71850278,-73.8109693",Studio,1 Bath,500.0,https://streeteasy.com/building/150_38-union-turnpike-flushing/8d,69.0,1: Walk north. 2: Turn left. 3: Turn left onto Union Turnpike. 4: Turn right onto 150th Street. 5: Take the Q46 toward LTD KEW GARDENS QUEENS BLVD. (2 stops) 6: Walk southeast on Queens Boulevard. 7: Turn right onto Union Turnpike. 8: Bear right. 9: Turn left onto Union Turnpike. 10: Make a left U-turn to stay on Union Turnpike. 11: Enter the Kew Gardens - Union Tpke Station. 12: Take the E toward World Trade Center. (16 stops) 13: Exit the World Trade Center Station. 14: Walk southeast on Barclay Street. 15: Turn left onto Broadway. 16: Turn right onto Steve Flanders Square. 17: Your destination is on the left. ,2,62.0,1: Walk north. 2: Turn left. 3: Turn left onto Union Turnpike. 4: Turn right onto 150th Street. 5: Take the Q46 toward LTD KEW GARDENS QUEENS BLVD. (2 stops) 6: Walk southeast on Queens Boulevard. 7: Turn right onto Union Turnpike. 8: Bear right. 9: Turn left onto Union Turnpike. 10: Make a left U-turn to stay on Union Turnpike. 11: Enter the Kew Gardens - Union Tpke Station. 12: Take the E toward World Trade Center. (3 stops) 13: Exit the Queens Plaza Station. 14: Walk west on Queens Plaza South. 15: Continue on Queens Plaza South. 16: Turn left onto the walkway. 17: Continue. 18: Turn right onto the walkway. 19: Enter the Queensboro Plaza Station. 20: Take the N toward Astoria - Ditmars Blvd. (6 stops) 21: Exit the Astoria - Ditmars Blvd Station. 22: Walk southeast on Ditmars Boulevard. 23: Turn left onto 35th Street. 24: Your destination is on the right. ,3
Rental Unit,Rego Park,65-11 Booth Street #3A,"$2,300","40.72753115,-73.85951029",1 Bed,1 Bath,680.0,https://streeteasy.com/building/65_11-booth-street-rego_park/3a,57.0,1: Walk northwest on Booth Street. 2: Turn right onto 64th Road. 3: Turn left onto Queens Boulevard. 4: Turn right onto the walkway. 5: Turn left onto Queens Boulevard/NY 25. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (23 stops) 8: Exit the City Hall Station. 9: Walk southeast on Steve Flanders Square. 10: Your destination is on the left. ,1,44.0,1: Walk northwest on Booth Street. 2: Turn right onto 64th Road. 3: Turn left onto Queens Boulevard. 4: Turn right onto the walkway. 5: Turn left onto Queens Boulevard/NY 25. 6: Enter the 63 Dr - Rego Park Station. 7: Take the R toward Bay Ridge - 95 St. (9 stops) 8: Exit the 36 St Station. 9: Walk west on Northern Boulevard/NY 25A. 10: Turn right onto 39th Avenue. 11: Enter the 39 Av Station. 12: Take the N toward Astoria - Ditmars Blvd. (5 stops) 13: Exit the Astoria - Ditmars Blvd Station. 14: Walk southeast on Ditmars Boulevard. 15: Turn left onto 35th Street. 16: Your destination is on the right. ,2
Rental Unit,Weeksville,201 Troy Avenue #3C,"$2,349","40.67252534,-73.93603347",1 Bed,1 Bath,,https://streeteasy.com/building/201-troy-avenue-brooklyn/3c,45.0,1: Walk west on Park Place. 2: Turn left onto Troy Avenue. 3: Turn right onto Eastern Parkway North Mall. 4: Turn left onto Kingston Avenue. 5: Enter the Kingston Av Station. 6: Take the 3 toward Harlem - 148 St. (13 stops) 7: Exit the Park Pl Station. 8: Walk southeast on Park Place. 9: Turn left onto Broadway. 10: Turn right onto Steve Flanders Square. 11: Your destination is on the left. ,1,85.0,1: Walk west on Park Place. 2: Turn left onto Troy Avenue. 3: Turn right onto Eastern Parkway North Mall. 4: Turn left onto Kingston Avenue. 5: Enter the Kingston Av Station. 6: Take the 3 toward Harlem - 148 St. (17 stops) 7: Exit the Times Sq - 42 St Station. 8: Walk southeast on West 41st Street. 9: Enter the Times Sq - 42 St Station. 10: Take the N toward Astoria - Ditmars Blvd. (11 stops) 11: Exit the Astoria - Ditmars Blvd Station. 12: Walk southeast on Ditmars Boulevard. 13: Turn left onto 35th Street. 14: Your destination is on the right. ,2
Rental Unit,Kew Gardens,83-46 118th Street #5R,"$1,850","40.70572686,-73.83479218",1 Bed,1 Bath,850.0,https://streeteasy.com/building/83_46-118-street-kew_gardens/5r,63.0,1: Walk south on 118th Street. 2: Turn left onto Babbage Street. 3: Bear right onto Lefferts Boulevard. 4: Turn left onto Jamaica Avenue. 5: Enter the 121 St Station. 6: Take the Z toward Broad St. (16 stops) 7: Exit the Chambers St Station. 8: Walk northwest on Chambers Street. 9: Turn left onto Centre Street. 10: Continue on Steve Flanders Square. 11: Your destination is on the right. ,1,62.0,1: Walk north on 118th Street. 2: Bear left onto Metropolitan Avenue. 3: Take the Q37 toward KEW GARDENS UNION TPK STA via 111 ST. (3 stops) 4: Walk northwest on the walkway. 5: Turn left onto Union Turnpike. 6: Make a left U-turn to stay on Union Turnpike. 7: Enter the Kew Gardens - Union Tpke Station. 8: Take the E toward World Trade Center. (3 stops) 9: Exit the Queens Plaza Station. 10: Walk west on Queens Plaza South. 11: Continue on Queens Plaza South. 12: Turn left onto the walkway. 13: Continue. 14: Turn right onto the walkway. 15: Enter the Queensboro Plaza Station. 16: Take the N toward Astoria - Ditmars Blvd. (6 stops) 17: Exit the Astoria - Ditmars Blvd Station. 18: Walk southeast on Ditmars Boulevard. 19: Turn left onto 35th Street. 20: Your destination is on the right. ,3
Rental Unit,Kew Gardens,83-46 118th Street #1L,"$1,700","40.70572686,-73.83479218",1 Bed,1 Bath,750.0,https://streeteasy.com/building/83_46-118-street-kew_gardens/1l,63.0,1: Walk south on 118th Street. 2: Turn left onto Babbage Street. 3: Bear right onto Lefferts Boulevard. 4: Turn left onto Jamaica Avenue. 5: Enter the 121 St Station. 6: Take the Z toward Broad St. (16 stops) 7: Exit the Chambers St Station. 8: Walk northwest on Chambers Street. 9: Turn left onto Centre Street. 10: Continue on Steve Flanders Square. 11: Your destination is on the right. ,1,62.0,1: Walk north on 118th Street. 2: Bear left onto Metropolitan Avenue. 3: Take the Q37 toward KEW GARDENS UNION TPK STA via 111 ST. (3 stops) 4: Walk northwest on the walkway. 5: Turn left onto Union Turnpike. 6: Make a left U-turn to stay on Union Turnpike. 7: Enter the Kew Gardens - Union Tpke Station. 8: Take the E toward World Trade Center. (3 stops) 9: Exit the Queens Plaza Station. 10: Walk west on Queens Plaza South. 11: Continue on Queens Plaza South. 12: Turn left onto the walkway. 13: Continue. 14: Turn right onto the walkway. 15: Enter the Queensboro Plaza Station. 16: Take the N toward Astoria - Ditmars Blvd. (6 stops) 17: Exit the Astoria - Ditmars Blvd Station. 18: Walk southeast on Ditmars Boulevard. 19: Turn left onto 35th Street. 20: Your destination is on the right. ,3
Rental Unit,Bedford-Stuyvesant,659 Greene Avenue #1,"$2,300","40.68962322,-73.94254013",1 Bed,1 Bath,700.0,https://streeteasy.com/building/659-greene-avenue-brooklyn/rental/3899041,47.0,1: Walk south on Throop Avenue. 2: Enter the Kingston - Throop Avs Station. 3: Take the C toward 168 St. (9 stops) 4: Exit the Chambers St Station. 5: Walk southeast on Murray Street. 6: Bear right onto Steve Flanders Square. 7: Your destination is on the left. ,1,59.0,1: Walk north on Throop Avenue. 2: Turn left onto Lafayette Avenue. 3: Enter the Bedford - Nostrand Avs Station. 4: Take the G toward Court Sq. (7 stops) 5: Exit the 21 St Station. 6: Walk east on 47th Road. 7: Turn right onto 21st Street/NY 25A. 8: Enter the Hunters Point Av Station. 9: Take the 7 toward Mets - Willets Point. (2 stops) 10: Transfer at the Queensboro Plaza Station. 11: Take the W toward Astoria - Ditmars Blvd. (6 stops) 12: Exit the Astoria - Ditmars Blvd Station. 13: Walk southeast on Ditmars Boulevard. 14: Turn left onto 35th Street. 15: Your destination is on the right. ,3
Rental Unit,Financial District,160 Front Street #4H,"$2,400","40.70607585,-74.00557248",Studio,1 Bath,,https://streeteasy.com/building/156-front-street-new_york/4h,15.0,1: Walk northwest on Fletcher Street. 2: Turn right onto Water Street. 3: Turn left onto Fulton Street. 4: Turn right onto the walkway. 5: Turn left onto the walkway. 6: Turn right onto Gold Street. 7: Turn left onto Beekman Street. 8: Turn right onto William Street Pedestrian Plaza. 9: Turn left onto Spruce Street. 10: Turn right onto Park Row. 11: Turn left onto Steve Flanders Square. 12: Your destination is on the right. ,0,59.0,1: Walk northwest on Fletcher Street. 2: Turn left onto Water Street. 3: Turn right onto Wall Street. 4: Turn left onto Beaver Street. 5: Turn right onto Hanover Street. 6: Turn left onto Exchange Place. 7: Bear right onto Exchange Alley. 8: Enter the Rector St Station. 9: Take the W toward Astoria - Ditmars Blvd. (21 stops) 10: Exit the Astoria - Ditmars Blvd Station. 11: Walk southeast on Ditmars Boulevard. 12: Turn left onto 35th Street. 13: Your destination is on the right. ,1
Condo,Astoria,12-15 Broadway #126,"$2,180","40.76700434,-73.93405466",Studio,1 Bath,,https://streeteasy.com/building/12_15-broadway-astoria/126,52.0,1: Walk southwest. 2: Turn left onto Broadway. 3: Take the Q104 toward SUNNYSIDE 46 ST STA via BROADWAY via 48 ST. (5 stops) 4: Walk southwest on 31st Street. 5: Enter the Broadway Station. 6: Take the W toward Whitehall St. (16 stops) 7: Exit the City Hall Station. 8: Walk southeast on Steve Flanders Square. 9: Your destination is on the left. ,2,26.0,1: Walk southwest. 2: Turn left onto Broadway. 3: Take the Q69 toward JACKSON HEIGHTS 82 ST via 21 ST via DITMARS BL. (16 stops) 4: Walk northwest on Ditmars Boulevard. 5: Turn right onto 35th Street. 6: Your destination is on the right. ,1
Rental Unit,Bay Ridge,140 Bay Ridge Parkway #67,"$1,625","40.63218217,-74.03188827",1 Bed,1 Bath,,https://streeteasy.com/building/140-bay-ridge-parkway-brooklyn/67,54.0,1: Walk east on Bay Ridge Parkway/75th St. 2: Turn right onto 4th Avenue. 3: Enter the 77 St Station. 4: Take the R toward Forest Hills - 71 Av. (17 stops) 5: Exit the City Hall Station. 6: Walk southeast on Steve Flanders Square. 7: Your destination is on the left. ,1,85.0,1: Walk east on Bay Ridge Parkway/75th St. 2: Turn right onto 4th Avenue. 3: Enter the 77 St Station. 4: Take the R toward Forest Hills - 71 Av. (10 stops) 5: Transfer to take the N toward Astoria - Ditmars Blvd. (15 stops) 6: Exit the Astoria - Ditmars Blvd Station. 7: Walk southeast on Ditmars Boulevard. 8: Turn left onto 35th Street. 9: Your destination is on the right. ,2
Rental Unit,Rego Park,65-62 Saunders Street #6C,"$1,900","40.72716108,-73.8576602",1 Bed,1 Bath,550.0,https://streeteasy.com/building/65_62-saunders-street-rego_park/6c,64.0,1: Walk southeast on Saunders Street. 2: Turn left onto 67th Avenue. 3: Turn right onto Queens Boulevard/NY 25. 4: Enter the 67 Av Station. 5: Take the R toward Bay Ridge - 95 St. (24 stops) 6: Exit the City Hall Station. 7: Walk southeast on Steve Flanders Square. 8: Your destination is on the left. ,1,47.0,1: Walk southeast on Saunders Street. 2: Turn left onto 67th Avenue. 3: Turn right onto Queens Boulevard/NY 25. 4: Enter the 67 Av Station. 5: Take the M toward Middle Village - Metropolitan Av. (9 stops) 6: Exit the Steinway St Station. 7: Take the Q101 toward STEINWAY 19 AV via STEINWAY ST. (8 stops) 8: Walk northwest on Ditmars Boulevard. 9: Turn right onto 35th Street. 10: Your destination is on the right. ,2
